Topic ID,Title,Fancy Title,Slug,Posts Count,Reply Count,Highest Post Number,Image URL,Created At,Last Posted At,Views,Like Count,Pinned,Unpinned,Closed,Visible,Tags,Last Poster Username,Category ID,posters,Original Poster ID
20722,The Arbitrum Expansion Program and Developer Guild,The Arbitrum Expansion Program and Developer Guild,the-arbitrum-expansion-program-and-developer-guild,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/c/c4d701496e68a33403f8af19f938be89b33823f0_2_1024x576.jpeg,2024-01-18 19:37:26,2024-01-18 21:30:36,3303,28,True,,False,True,[],everhusk,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14545, 'primary_group_id': None, 'flair_group_id': None}]",7
7,Welcome to Discourse,Welcome to Discourse,welcome-to-discourse,34,23,115,,2022-10-04 17:05:46,2024-02-03 07:55:06,14297,543,True,,False,True,[],mhiztasolid,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': -1, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 9594, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13800, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14299, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 1761, 'primary_group_id': None, 'flair_group_id': None}]",-1
3,About the General category,About the General category,about-the-general-category,1,0,1,,2022-10-04 17:05:43,2022-10-04 17:05:43,382,4,True,,False,True,[],system,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': -1, 'primary_group_id': None, 'flair_group_id': None}]",-1
22489,Arbitrum Paradigm,Arbitrum Paradigm,arbitrum-paradigm,3,1,3,,2024-03-14 19:40:54,2024-03-15 10:58:44,50,0,False,,False,True,['proposal'],ImSalvo,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15272, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",15272
22510,I need $3 eth arbitrum for gas fee and who can help,I need $3 eth arbitrum for gas fee and who can help,i-need-3-eth-arbitrum-for-gas-fee-and-who-can-help,1,0,1,,2024-03-15 09:21:23,2024-03-15 09:21:24,27,0,False,,False,True,[],HISPECdev,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14866, 'primary_group_id': None, 'flair_group_id': None}]",14866
22500,XAI is a stimulant for the arbitrum ecosystem to grow superiorly compared to other layer2,XAI is a stimulant for the arbitrum ecosystem to grow superiorly compared to other layer2,xai-is-a-stimulant-for-the-arbitrum-ecosystem-to-grow-superiorly-compared-to-other-layer2,1,0,1,,2024-03-15 03:51:15,2024-03-15 03:51:15,31,0,False,,False,True,['proposal'],dinhtu,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 15282, 'primary_group_id': None, 'flair_group_id': None}]",15282
22340,Ethereum Bucharest x Arbitrum DAO,Ethereum Bucharest x Arbitrum DAO,ethereum-bucharest-x-arbitrum-dao,3,1,3,,2024-03-11 11:29:39,2024-03-12 13:46:28,113,5,False,,False,True,[],ZER8,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 9286, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}]",9286
22102,ArbOS code walkthrough,ArbOS code walkthrough,arbos-code-walkthrough,2,0,2,,2024-03-04 07:32:40,2024-03-04 21:31:35,146,1,False,,False,True,[],raam,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13951, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14601, 'primary_group_id': None, 'flair_group_id': None}]",13951
22121,Fringe Finance is launching an incentive program for ARBITRUM Ecosystem token lenders on March 5,Fringe Finance is launching an incentive program for ARBITRUM Ecosystem token lenders on March 5,fringe-finance-is-launching-an-incentive-program-for-arbitrum-ecosystem-token-lenders-on-march-5,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/0/08024c886cd254f9d307d705ee6d6c49362e3f50_2_1024x576.png,2024-03-04 13:54:43,2024-03-04 13:54:43,90,0,False,,False,True,[],FringeFinance,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14939, 'primary_group_id': None, 'flair_group_id': None}]",14939
22103,Out of order vulnerability due to mishandling retryable ticket,Out of order vulnerability due to mishandling retryable ticket,out-of-order-vulnerability-due-to-mishandling-retryable-ticket,1,0,1,,2024-03-04 07:36:16,2024-03-04 07:36:17,114,0,False,,False,True,[],montyly,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13951, 'primary_group_id': None, 'flair_group_id': None}]",13951
21635,Blockchain Innovation Hub Bootcamp Progress Report 2,Blockchain Innovation Hub Bootcamp Progress Report 2,blockchain-innovation-hub-bootcamp-progress-report-2,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/0/0e48ec585386a3507a1e40991c03bc056abce7cc_2_1024x423.png,2024-02-29 19:00:30,2024-02-29 19:00:31,109,1,False,,False,True,[],iamoracle,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 11404, 'primary_group_id': None, 'flair_group_id': None}]",11404
21480,Sequencer fees sharing for $arb holder,Sequencer fees sharing for $arb holder,sequencer-fees-sharing-for-arb-holder,6,3,6,,2024-02-26 19:36:45,2024-02-29 16:45:00,193,0,False,,False,True,[],Boban,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14044, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14143, 'primary_group_id': None, 'flair_group_id': None}]",14044
21451,Urgent discussion,Urgent discussion,urgent-discussion,2,0,2,,2024-02-26 01:18:32,2024-02-26 19:18:55,151,0,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14044, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",14044
21414,Quick intro to Open Web Academy,Quick intro to Open Web Academy,quick-intro-to-open-web-academy,3,0,3,,2024-02-23 15:52:18,2024-02-24 00:39:08,158,3,False,,False,True,[],eric_owa,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14857, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14859, 'primary_group_id': None, 'flair_group_id': None}]",13856
21381,Arbitrum Hub: essential resources and guides about Arbitrum,Arbitrum Hub: essential resources and guides about Arbitrum,arbitrum-hub-essential-resources-and-guides-about-arbitrum,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/3/3219b7e0929ab88aab339388d119ae593802e8d5_2_1024x717.png,2024-02-22 20:28:51,2024-02-23 15:59:17,141,3,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13907, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",13907
21335,"RabbitHole Bi-Weekly Update: Feb 17, 2024","RabbitHole Bi-Weekly Update: Feb 17, 2024",rabbithole-bi-weekly-update-feb-17-2024,1,0,1,,2024-02-20 01:47:01,2024-02-20 01:47:01,148,0,False,,False,True,[],RabbitHole,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14408, 'primary_group_id': None, 'flair_group_id': None}]",14408
21322,Real one airdrop or scam?,Real one airdrop or scam?,real-one-airdrop-or-scam,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/7/772267a7d079574f2fcbe22176fda3c417934d21_2_549x1024.jpeg,2024-02-18 21:55:11,2024-02-19 23:23:48,197,3,False,,False,True,[],Defaultusername,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14824, 'primary_group_id': None, 'flair_group_id': None}]",14824
21275,TorWallet <> Arbitrium Strategic Collaboration,TorWallet &lt;&gt; Arbitrium Strategic Collaboration,torwallet-arbitrium-strategic-collaboration,1,0,1,,2024-02-16 10:05:37,2024-02-16 10:05:37,149,1,False,,False,True,[],Hesinburg,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14783, 'primary_group_id': None, 'flair_group_id': None}]",14783
21194,RFC: DAOs Committees: Balancing Decentralization with Efficiency,RFC: DAOs Committees: Balancing Decentralization with Efficiency,rfc-daos-committees-balancing-decentralization-with-efficiency,6,1,6,,2024-02-12 18:55:13,2024-02-16 08:24:48,405,14,False,,False,True,['governance'],dk3,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12166, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11975, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14139, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}]",12166
21246,Is Arbitrium chain supports the Torwallet?,Is Arbitrium chain supports the Torwallet?,is-arbitrium-chain-supports-the-torwallet,1,0,1,,2024-02-14 16:04:59,2024-02-14 16:04:59,146,2,False,,False,True,[],Hesinburg,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14783, 'primary_group_id': None, 'flair_group_id': None}]",14783
20664,Arbitrum DAO - official social media account discussion,Arbitrum DAO - official social media account discussion,arbitrum-dao-official-social-media-account-discussion,7,0,7,,2024-01-16 12:00:58,2024-02-08 15:14:05,449,20,False,,False,True,[],Sixty,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 9286, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13542, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14514, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11742, 'primary_group_id': None, 'flair_group_id': None}]",9286
21109,DAO-Owned liquidations using Collaterized Debt Positions,DAO-Owned liquidations using Collaterized Debt Positions,dao-owned-liquidations-using-collaterized-debt-positions,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/d/d1e2f63674b751ef6a6c2df523c495ce7a2e1792_2_1024x454.png,2024-02-06 14:49:46,2024-02-08 13:03:05,273,6,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12387, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",12387
20887,Gauntlet x Arbitrum Foundation USDC Migration Grant Program Announcement,Gauntlet x Arbitrum Foundation USDC Migration Grant Program Announcement,gauntlet-x-arbitrum-foundation-usdc-migration-grant-program-announcement,3,0,3,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/f/f8853b3ca06000b07aade2b89ec60ea8834dbbd1_2_1024x296.jpeg,2024-01-26 19:23:41,2024-02-08 10:07:56,1048,10,False,,False,True,[],EzR3aL,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 4343, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12211, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14645, 'primary_group_id': None, 'flair_group_id': None}]",4343
20652,Arbitrum Treasury Management Report by Aera,Arbitrum Treasury Management Report by Aera,arbitrum-treasury-management-report-by-aera,6,1,7,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/7/73b242aa56edfae806ef75e7eacce2aaff09e5c8.png,2024-01-15 21:18:50,2024-02-07 10:41:13,1330,34,False,,False,True,[],BigRob,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13910, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11600, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14528, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14744, 'primary_group_id': None, 'flair_group_id': None}]",13910
20846,Explore the Arbitrum Ecosystem with a Learning Mind Map by Lampros Labs DAO,Explore the Arbitrum Ecosystem with a Learning Mind Map by Lampros Labs DAO,explore-the-arbitrum-ecosystem-with-a-learning-mind-map-by-lampros-labs-dao,2,0,2,,2024-01-24 11:19:53,2024-02-05 09:30:18,308,2,False,,False,True,[],Euphoria,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12134, 'primary_group_id': None, 'flair_group_id': None}]",12134
21048,Contributing to Data Transparency - Lampros Labs DAO's Updates on Dune Analytics,Contributing to Data Transparency - Lampros Labs DAO&rsquo;s Updates on Dune Analytics,contributing-to-data-transparency-lampros-labs-daos-updates-on-dune-analytics,1,0,1,,2024-02-03 10:54:28,2024-02-03 10:54:28,203,2,False,,False,True,[],Euphoria,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12134, 'primary_group_id': None, 'flair_group_id': None}]",12134
20501,Grantee Help Session - Prepping for Decentralized Reviews,Grantee Help Session - Prepping for Decentralized Reviews,grantee-help-session-prepping-for-decentralized-reviews,4,1,4,,2024-01-09 15:03:09,2024-02-01 20:41:12,687,22,False,,False,True,[],mmurthy,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12801, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12449, 'primary_group_id': None, 'flair_group_id': None}]",12801
20954,[Announcement] Introducing the ArbitrumDAO Transparency Commission Work Group Charter & Pilot Program,[Announcement] Introducing the ArbitrumDAO Transparency Commission Work Group Charter &amp; Pilot Program,announcement-introducing-the-arbitrumdao-transparency-commission-work-group-charter-pilot-program,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/f/fb6c0c55a8246b8c6eceb48cded64738afb1764d_2_1024x340.jpeg,2024-01-30 13:38:25,2024-01-30 13:38:25,287,5,False,,False,True,[],0x_Buidler,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 10349, 'primary_group_id': None, 'flair_group_id': None}]",10349
20929,Stolen coins arbitrum coins,Stolen coins arbitrum coins,stolen-coins-arbitrum-coins,4,2,4,,2024-01-29 14:29:49,2024-01-30 09:46:23,300,0,False,,False,True,[],EzR3aL,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14647, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14645, 'primary_group_id': None, 'flair_group_id': None}]",14647
20903,Propose to retract the STIP incentives for the Synapse,Propose to retract the STIP incentives for the Synapse,propose-to-retract-the-stip-incentives-for-the-synapse,2,0,2,,2024-01-27 08:49:27,2024-01-27 22:40:59,302,4,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14637, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",14637
20786,Unleash Your Data Superpowers with DappLooker on Arbitrum!,Unleash Your Data Superpowers with DappLooker on Arbitrum!,unleash-your-data-superpowers-with-dapplooker-on-arbitrum,7,0,7,,2024-01-22 08:10:44,2024-01-27 18:00:40,385,24,False,,False,True,"['governance', 'pl-data-monitoring']",jamesbrown,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13046, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14588, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14598, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13134, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14567, 'primary_group_id': None, 'flair_group_id': None}]",13046
20502,[Karma GAP] Grant updates,[Karma GAP] Grant updates,karma-gap-grant-updates,3,0,3,,2024-01-09 15:58:45,2024-01-26 18:38:00,509,10,False,,False,True,[],mmurthy,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12449, 'primary_group_id': None, 'flair_group_id': None}]",12449
20838,Diverse Use Cases of Asset Tokenization,Diverse Use Cases of Asset Tokenization,diverse-use-cases-of-asset-tokenization,7,0,7,,2024-01-24 05:31:22,2024-01-24 14:08:36,322,11,False,,False,True,['proposal'],Romose,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13934, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14608, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14609, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14611, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14615, 'primary_group_id': None, 'flair_group_id': None}]",13934
20474,How Real-World Assets Can Transform DeFi?,How Real-World Assets Can Transform DeFi?,how-real-world-assets-can-transform-defi,8,4,8,,2024-01-07 18:41:11,2024-01-24 05:29:02,433,7,False,,False,True,['proposal'],Web3Wanderer,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13934, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14514, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12871, 'primary_group_id': None, 'flair_group_id': None}]",13934
20825,A Builder's Dilemma in Arbitrum,A Builder&rsquo;s Dilemma in Arbitrum,a-builders-dilemma-in-arbitrum,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/original/2X/a/a1d50f621ee7f14b3793f15f93af9d9d194633ca.jpeg,2024-01-23 19:16:49,2024-01-24 01:41:54,306,7,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 10659, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",10659
20789,Need help with AI Delegate prototype - you align it and it votes for you,Need help with AI Delegate prototype - you align it and it votes for you,need-help-with-ai-delegate-prototype-you-align-it-and-it-votes-for-you,3,1,3,,2024-01-22 10:21:33,2024-01-23 05:26:46,278,4,False,,False,True,"['delegation', 'on-chain-governance']",kirill.igum,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14586, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",14586
20802,Governing the Future of NFTs with Arbitrum and Rarible: Delegate Opportunity,Governing the Future of NFTs with Arbitrum and Rarible: Delegate Opportunity,governing-the-future-of-nfts-with-arbitrum-and-rarible-delegate-opportunity,1,0,1,,2024-01-22 21:46:54,2024-01-22 21:46:54,236,1,False,,False,True,[],addigator,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14591, 'primary_group_id': None, 'flair_group_id': None}]",14591
20794,Is it even possible to offer 10% daily reward?,Is it even possible to offer 10% daily reward?,is-it-even-possible-to-offer-10-daily-reward,1,0,1,,2024-01-22 15:28:06,2024-01-22 15:28:06,255,1,False,,False,True,[],Kingsmaker,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14589, 'primary_group_id': None, 'flair_group_id': None}]",14589
20751,Enhancing Arb liquidity and DAO funding generation with Augmented Bonding Curves,Enhancing Arb liquidity and DAO funding generation with Augmented Bonding Curves,enhancing-arb-liquidity-and-dao-funding-generation-with-augmented-bonding-curves,2,0,2,,2024-01-19 22:18:48,2024-01-22 14:43:30,313,5,False,,False,True,[],Larva,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14283, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 798, 'primary_group_id': None, 'flair_group_id': None}]",14283
20630,Arbitrum Treasury and Sustainability Research,Arbitrum Treasury and Sustainability Research,arbitrum-treasury-and-sustainability-research,15,7,15,,2024-01-15 00:04:54,2024-01-22 12:44:03,1669,52,False,,False,True,[],karpatkey,4,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13864, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12774, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10266, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14538, 'primary_group_id': None, 'flair_group_id': None}]",13864
20780,"Open Dollar’s first community distribution includes 69,000+ Arbitrum delegates","Open Dollar’s first community distribution includes 69,000+ Arbitrum delegates",open-dollar-s-first-community-distribution-includes-69-000-arbitrum-delegates,1,0,1,,2024-01-21 17:24:08,2024-01-21 17:24:08,248,0,False,,False,True,[],cupojoseph,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 14581, 'primary_group_id': None, 'flair_group_id': None}]",14581
20521,"[Request for feedback] Idea: A novel decentralized algorithmic stable coin, with WBTC as collateral","[Request for feedback] Idea: A novel decentralized algorithmic stable coin, with WBTC as collateral",request-for-feedback-idea-a-novel-decentralized-algorithmic-stable-coin-with-wbtc-as-collateral,7,2,7,,2024-01-10 14:35:09,2024-01-18 14:15:22,397,3,False,,False,True,[],cp0x,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14443, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 14514, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12871, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14229, 'primary_group_id': None, 'flair_group_id': None}]",14443
20662,Arbitrum Treasury and Sustainability Research: Risk Reduction in DAO Treasuries,Arbitrum Treasury and Sustainability Research: Risk Reduction in DAO Treasuries,arbitrum-treasury-and-sustainability-research-risk-reduction-in-dao-treasuries,2,0,2,,2024-01-16 07:57:58,2024-01-18 10:01:54,474,10,False,,False,True,[],thedevanshmehta,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14515, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11600, 'primary_group_id': None, 'flair_group_id': None}]",14515
20571,Radiant DAO: Rethinking $ARB Allocation for Sustainable Growth and Community Appreciation,Radiant DAO: Rethinking $ARB Allocation for Sustainable Growth and Community Appreciation,radiant-dao-rethinking-arb-allocation-for-sustainable-growth-and-community-appreciation,1,0,1,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/8/8c2dbfdf83ff2d41c367abd928ae5c1c939aac70_2_1024x597.png,2024-01-12 14:00:37,2024-01-12 14:00:37,263,0,False,,False,True,['delegation'],animal,4,"[{'extras': 'latest single', 'description': 'Original Poster, Most Recent Poster', 'user_id': 7879, 'primary_group_id': None, 'flair_group_id': None}]",7879
20056,Arbitrum DAO Day!,Arbitrum DAO Day!,arbitrum-dao-day,2,0,2,https://global.discourse-cdn.com/standard17/uploads/arbitrum1/optimized/2X/3/3015a8c599caa4d92910eb1c6a2ae4aa0d243ac1_2_1024x574.jpeg,2023-12-14 03:05:24,2024-01-12 02:42:25,500,10,False,,False,True,[],Cristinavlous,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 14465, 'primary_group_id': None, 'flair_group_id': None}]",7
20230,Arbitrum Treasury Perspective by Centrifuge,Arbitrum Treasury Perspective by Centrifuge,arbitrum-treasury-perspective-by-centrifuge,2,0,2,,2023-12-22 15:24:57,2024-01-04 16:30:23,951,7,False,,False,True,[],thedevanshmehta,4,"[{'extras': None, 'description': 'Original Poster', 'user_id': 14045, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11600, 'primary_group_id': None, 'flair_group_id': None}]",14045
